,C1,C2,C3,C4,C5,C6,cluster
1311,1.6667,1.3333,4.6667,2.0,1.3333,2.3333,0
1312,4.0,4.3333,1.3333,2.0,3.3333,3.3333,1
1313,1.6667,1.6667,3.3333,1.0,2.0,3.0,0
1314,2.6667,3.6667,1.6667,1.6667,3.0,4.3333,1
1315,2.3333,1.3333,3.0,3.6667,3.0,1.3333,2
1316,1.0,2.0,4.0,1.6667,2.0,2.6667,0
1317,2.3333,4.0,1.0,2.0,3.0,4.6667,1
1318,2.6667,3.0,2.0,1.0,1.6667,3.3333,1
1319,1.6667,1.6667,1.0,1.0,3.6667,3.3333,1
1320,1.3333,1.0,4.6667,3.0,2.6667,2.3333,0
1321,3.3333,3.6667,1.0,2.0,5.0,3.0,1
1322,1.6667,2.3333,3.3333,1.0,2.3333,2.0,0
1323,1.6667,1.3333,5.0,2.3333,1.0,2.6667,0
1324,1.3333,2.0,4.6667,1.6667,2.0,3.0,0
1325,3.0,2.6667,1.3333,2.0,1.6667,2.3333,1
1326,2.6667,1.3333,4.3333,1.6667,2.0,2.0,0
1327,1.0,1.3333,5.0,1.6667,2.6667,2.0,0
1328,2.0,1.0,3.6667,3.6667,2.0,1.0,0
1329,1.0,1.0,1.0,1.0,1.0,1.0,0
1330,2.3333,2.3333,4.0,4.3333,2.0,2.6667,2
1331,2.0,1.6667,3.3333,1.0,3.3333,2.3333,0
1332,1.6667,1.3333,4.6667,1.6667,1.3333,1.0,0
1333,1.0,1.0,1.0,1.0,1.0,1.0,0
1334,2.3333,1.6667,2.0,3.0,4.6667,2.0,2
1335,2.3333,2.0,4.0,2.3333,2.0,1.3333,0
1336,1.3333,1.0,3.6667,4.6667,3.0,1.3333,2
1337,2.3333,2.0,4.0,3.6667,2.3333,3.3333,2
1338,3.0,2.3333,2.3333,4.0,2.0,2.0,2
1339,2.6667,3.3333,1.3333,1.3333,2.0,4.0,1
1340,1.6667,1.0,4.6667,4.0,2.3333,1.0,0
1341,2.0,1.3333,4.0,2.6667,4.0,1.0,0
1342,2.6667,4.0,1.6667,2.0,3.0,2.6667,1
1343,1.3333,1.3333,4.3333,2.3333,2.0,2.3333,0
1344,1.6667,1.0,4.0,3.3333,1.3333,1.0,0
1345,1.3333,1.0,4.3333,3.3333,2.0,2.0,0
1346,1.6667,1.0,4.6667,2.3333,3.3333,1.0,0
1347,4.0,3.6667,1.0,2.0,3.3333,4.3333,1
1348,2.3333,2.0,3.6667,3.6667,2.3333,2.0,2
1349,1.6667,1.3333,3.0,4.0,2.0,1.0,2
1350,2.0,3.0,1.3333,1.0,2.6667,3.6667,1
1351,2.0,1.6667,2.0,2.6667,3.0,1.6667,2
1352,2.3333,1.6667,3.6667,2.0,2.0,1.6667,0
1353,1.3333,1.0,4.6667,4.0,2.0,1.3333,0
1354,1.6667,1.0,3.0,1.0,2.6667,1.0,0
1355,1.3333,1.0,4.3333,2.0,1.3333,1.6667,0
1356,1.0,1.0,5.0,2.6667,2.3333,1.0,0
1357,1.0,1.0,4.6667,2.6667,2.3333,1.3333,0
1358,2.0,1.6667,4.0,1.6667,2.0,2.0,0
1359,1.6667,1.0,4.6667,2.6667,2.3333,1.6667,0
1360,1.0,1.0,5.0,3.0,1.6667,1.3333,0
1361,1.0,1.3333,4.3333,2.0,1.0,3.3333,0
1362,1.3333,1.3333,3.3333,2.3333,1.6667,1.3333,0
1363,1.0,1.0,4.0,2.6667,2.0,1.6667,0
1364,2.6667,2.3333,2.0,4.3333,1.6667,1.0,2
1365,2.6667,2.3333,1.6667,1.3333,3.0,3.0,1
1366,2.3333,1.0,4.0,4.3333,4.6667,1.6667,2
1367,2.0,2.0,4.3333,2.3333,2.3333,2.0,0
1368,2.0,2.3333,3.0,1.6667,2.3333,3.0,0
1369,3.3333,4.3333,1.3333,1.6667,2.0,4.0,1
1370,2.6667,2.6667,2.6667,1.6667,2.6667,3.3333,1
1371,2.6667,2.0,3.3333,2.3333,3.0,2.6667,0
1372,2.0,1.0,3.3333,2.0,3.0,2.0,0
1373,2.3333,2.0,3.6667,4.0,2.3333,2.0,2
1374,1.3333,1.3333,4.0,2.3333,1.6667,1.6667,0
1375,3.6667,2.6667,1.3333,2.6667,4.0,3.6667,1
1376,2.6667,1.0,3.6667,3.6667,4.0,1.6667,2
1377,2.3333,2.6667,2.3333,2.6667,3.0,3.0,2
1378,1.0,1.0,3.0,1.3333,2.6667,1.0,0
1379,1.3333,1.0,4.6667,2.0,1.0,2.0,0
1380,3.3333,3.6667,1.6667,1.3333,3.3333,3.6667,1
1381,1.3333,1.3333,4.3333,2.3333,1.0,1.0,0
1382,1.3333,1.6667,3.6667,4.3333,3.3333,1.0,2
1383,3.0,4.0,1.3333,1.3333,1.6667,3.6667,1
1384,2.3333,2.3333,2.3333,1.3333,2.0,3.3333,0
1385,1.0,2.6667,3.6667,1.0,1.6667,2.6667,0
1386,2.6667,2.6667,2.0,1.6667,1.6667,3.3333,1
1387,2.0,1.3333,4.0,2.6667,2.0,1.6667,0
1388,3.3333,2.6667,1.6667,4.3333,4.6667,2.6667,2
1389,2.0,1.0,3.3333,4.0,1.6667,1.0,2
1390,3.3333,3.6667,1.0,1.3333,2.3333,3.3333,1
1391,2.0,2.3333,3.0,1.3333,2.0,2.6667,0
1392,3.3333,3.0,1.6667,4.0,2.0,2.3333,2
1393,1.3333,1.6667,3.6667,2.0,2.3333,1.0,0
1394,2.0,1.0,3.3333,1.6667,4.0,2.0,0
1395,1.3333,1.0,3.0,3.0,1.6667,1.0,0
1396,1.6667,1.0,3.6667,1.6667,2.0,1.0,0
1397,2.0,2.6667,3.3333,3.0,4.6667,2.0,2
1398,2.3333,1.0,2.3333,3.6667,2.6667,1.0,2
1399,1.0,1.0,1.0,1.0,1.0,1.0,0
1400,2.0,1.3333,4.6667,3.3333,2.3333,2.0,0
1401,3.0,2.3333,1.6667,1.6667,2.6667,2.6667,1
1402,2.6667,1.6667,3.3333,1.3333,3.6667,2.6667,0
1403,1.6667,1.0,3.6667,1.3333,1.0,1.0,0
1404,2.6667,3.3333,1.3333,1.6667,2.3333,4.6667,1
1405,1.0,1.0,5.0,4.0,1.3333,1.0,0
1406,2.3333,2.6667,3.3333,1.3333,2.3333,4.3333,1
1407,1.3333,1.3333,3.3333,1.3333,1.6667,1.6667,0
1408,2.0,2.0,3.3333,1.6667,3.6667,2.0,0
1409,1.0,1.0,4.0,1.3333,2.3333,2.6667,0
1410,3.0,3.6667,1.3333,1.0,1.0,4.6667,1
1411,2.6667,1.0,4.6667,5.0,3.0,1.0,2
1412,2.6667,1.0,4.0,4.3333,3.3333,1.0,2
1413,2.3333,1.0,5.0,2.3333,1.6667,1.0,0
1414,1.6667,1.0,4.6667,3.3333,2.0,1.0,0
1415,2.3333,1.6667,4.6667,3.0,2.0,1.6667,0
1416,1.6667,1.0,3.0,1.0,3.6667,1.3333,0
1417,3.0,4.0,1.3333,1.6667,2.3333,4.3333,1
1418,3.0,3.0,1.3333,1.3333,2.3333,4.0,1
1419,4.0,4.0,1.0,2.6667,1.3333,3.0,1
1420,1.0,1.0,5.0,4.3333,1.6667,2.0,0
1421,1.6667,2.0,1.3333,1.3333,5.0,2.0,1
1422,1.0,1.0,4.3333,1.6667,1.6667,1.0,0
1423,3.0,2.3333,3.0,3.6667,4.3333,1.6667,2
1424,2.6667,3.0,4.3333,1.0,2.0,4.6667,1
1425,2.3333,2.3333,2.6667,3.3333,3.6667,3.3333,2
1426,3.0,2.3333,1.6667,3.3333,4.0,2.0,2
1427,3.0,3.0,3.0,2.0,3.3333,2.6667,1
1428,2.3333,1.6667,2.0,1.6667,3.0,3.6667,1
1429,2.0,2.0,2.6667,4.3333,2.0,1.6667,2
1430,2.0,3.6667,1.0,1.6667,5.0,2.6667,1
1431,1.0,1.0,1.0,1.0,1.0,1.0,0
1432,3.3333,2.0,3.6667,2.6667,4.0,1.6667,2
1433,2.0,1.6667,3.0,2.0,2.3333,2.0,0
1434,2.6667,1.3333,3.0,4.0,2.3333,2.6667,2
1435,1.3333,2.0,1.6667,1.3333,4.0,1.3333,0
1436,1.6667,1.3333,4.0,2.3333,2.6667,1.6667,0
1437,2.3333,2.3333,4.0,3.0,2.0,3.0,0
1438,1.0,1.0,3.6667,1.6667,2.3333,1.6667,0
1439,1.6667,2.0,2.6667,2.3333,1.3333,1.3333,0
1440,2.0,2.0,3.0,2.0,1.0,1.6667,0
1441,1.3333,1.0,3.0,3.3333,4.3333,2.3333,2
1442,2.6667,1.6667,4.0,3.0,2.3333,1.6667,0
1443,3.6667,4.3333,1.0,1.6667,4.0,4.3333,1
1444,1.3333,2.0,4.3333,1.3333,1.6667,3.3333,0
1445,3.3333,3.3333,1.6667,2.0,4.3333,2.6667,1
1446,2.0,1.6667,3.6667,2.6667,3.3333,1.3333,0
1447,3.3333,4.0,1.0,1.0,1.6667,2.3333,1
1448,1.0,1.3333,4.0,2.3333,2.6667,4.3333,0
1449,3.6667,3.6667,2.6667,1.0,2.3333,3.3333,1
1450,3.0,2.3333,1.3333,1.3333,3.0,3.6667,1
1451,4.3333,4.6667,1.0,1.3333,3.0,4.6667,1
1452,2.6667,3.6667,2.0,2.0,3.0,4.6667,1
1453,3.0,3.6667,2.6667,2.3333,2.3333,4.3333,1
1454,4.3333,4.0,1.0,1.0,4.0,4.3333,1
1455,1.6667,1.0,4.6667,4.0,2.3333,1.0,0
1456,1.3333,1.0,2.3333,3.0,2.3333,1.0,0
1457,2.0,2.3333,2.3333,2.0,2.0,3.3333,0
1458,1.6667,1.3333,3.6667,1.3333,1.3333,1.6667,0
1459,2.0,1.0,4.0,2.3333,2.3333,1.6667,0
1460,1.0,1.0,4.0,2.0,2.0,1.0,0
1461,2.6667,3.3333,3.0,2.6667,2.0,2.6667,2
1462,2.6667,3.6667,1.6667,2.3333,3.0,3.3333,1
1463,3.0,3.0,3.0,2.0,4.6667,3.0,1
1464,2.3333,1.6667,3.0,2.3333,3.3333,3.0,0
1465,1.6667,2.6667,3.6667,1.6667,2.6667,2.3333,0
1466,1.3333,1.6667,4.3333,2.0,2.0,2.0,0
1467,1.3333,1.0,4.6667,2.0,1.6667,2.0,0
1468,2.0,1.0,4.3333,2.3333,2.0,2.6667,0
1469,1.6667,1.3333,2.3333,2.6667,3.0,1.0,0
1470,3.3333,2.6667,3.6667,4.0,3.0,1.6667,2
1471,1.6667,1.6667,4.6667,1.0,2.6667,2.6667,0
1472,2.0,1.6667,4.0,3.3333,1.6667,1.0,0
1473,1.6667,2.6667,1.6667,1.0,3.3333,3.0,1
1474,1.3333,2.0,4.0,1.0,1.3333,2.3333,0
1475,2.6667,3.3333,1.0,1.0,2.6667,3.6667,1
1476,3.0,3.6667,1.3333,1.6667,1.6667,4.6667,1
1477,3.0,2.3333,1.0,1.6667,3.6667,3.3333,1
1478,3.3333,3.6667,1.0,2.6667,4.6667,1.6667,1
1479,3.0,3.3333,1.6667,2.3333,4.3333,3.0,1
1480,3.6667,3.6667,3.0,2.0,3.6667,3.0,1
1481,3.0,2.6667,1.6667,3.0,3.0,2.3333,2
1482,2.0,2.3333,4.0,1.0,1.0,1.6667,0
1483,1.3333,1.0,4.3333,3.0,1.6667,3.0,0
1484,1.3333,1.0,3.3333,1.6667,2.6667,3.0,0
1485,3.0,3.6667,1.0,1.0,4.0,5.0,1
1486,3.0,2.6667,3.6667,2.3333,1.6667,3.6667,0
1487,1.0,1.0,1.0,1.0,1.0,1.0,0
1488,3.0,4.0,1.6667,1.0,2.6667,4.0,1
1489,1.0,1.0,3.0,2.0,2.0,1.6667,0
1490,1.6667,1.0,4.3333,2.3333,1.0,1.0,0
1491,1.6667,1.3333,4.3333,3.3333,3.3333,1.0,0
1492,1.6667,1.6667,1.6667,1.3333,4.0,1.6667,0
1493,3.0,1.3333,4.6667,4.3333,1.3333,1.6667,2
1494,1.0,1.3333,1.3333,1.6667,1.6667,1.0,0
1495,2.0,1.6667,4.3333,1.3333,1.3333,1.3333,0
1496,2.6667,2.3333,2.6667,2.6667,4.0,3.0,2
1497,1.6667,1.3333,4.0,4.0,2.0,2.3333,0
1498,1.6667,1.0,4.3333,2.6667,2.0,1.6667,0
1499,2.6667,1.0,4.0,3.0,2.0,1.0,0
