,C1,C2,C3,C4,C5,C6,cluster
438,3.0,4.0,2.3333,2.0,2.3333,4.3333,1
439,2.3333,3.3333,2.6667,1.6667,2.0,3.3333,1
440,1.0,1.0,4.3333,1.6667,1.3333,1.6667,0
441,2.3333,3.3333,1.6667,1.6667,3.6667,2.0,1
442,2.0,3.0,3.6667,1.6667,2.3333,4.3333,1
443,2.3333,1.0,3.6667,3.6667,2.0,1.0,2
444,4.0,3.3333,2.6667,3.6667,4.0,2.6667,2
445,2.6667,2.6667,3.6667,2.3333,2.6667,3.0,0
446,3.3333,3.0,2.3333,3.0,3.6667,2.6667,2
447,3.6667,4.0,3.0,2.3333,4.3333,2.6667,1
448,2.0,1.3333,4.3333,2.3333,3.3333,1.0,0
449,1.6667,1.3333,4.3333,1.3333,2.0,2.0,0
450,1.6667,1.0,3.3333,3.0,4.6667,1.0,2
451,4.0,3.6667,1.3333,3.3333,4.3333,3.6667,1
452,2.6667,3.3333,2.6667,2.3333,3.0,4.6667,1
453,3.6667,2.0,2.6667,3.0,4.0,2.6667,2
454,4.3333,4.3333,1.3333,3.0,3.6667,4.3333,1
455,1.3333,2.6667,1.6667,1.0,4.3333,2.3333,1
456,3.0,1.6667,1.6667,2.3333,3.6667,1.0,2
457,2.6667,1.6667,4.0,4.0,2.0,2.0,2
458,2.0,3.0,3.0,2.3333,2.0,4.0,1
459,1.6667,1.6667,3.0,2.0,3.3333,2.3333,0
460,3.0,2.6667,1.0,1.3333,5.0,3.6667,1
461,2.6667,2.0,2.6667,4.6667,2.6667,1.0,2
462,1.3333,1.3333,3.6667,2.3333,1.6667,1.3333,0
463,1.6667,1.6667,4.3333,1.0,1.6667,1.6667,0
464,3.3333,4.3333,4.0,1.0,2.0,4.6667,1
465,3.3333,3.0,1.6667,1.6667,3.0,3.6667,1
466,2.6667,3.0,1.6667,1.6667,3.3333,2.3333,1
467,4.3333,5.0,1.0,1.6667,2.0,3.0,1
468,4.0,4.3333,2.0,1.3333,2.0,4.3333,1
469,3.3333,3.6667,1.6667,2.0,2.6667,2.6667,1
470,4.0,4.3333,2.3333,3.3333,3.3333,3.6667,1
471,3.3333,4.6667,3.3333,2.3333,2.0,4.6667,1
472,2.3333,2.0,3.0,3.6667,4.6667,1.3333,2
473,2.3333,2.6667,3.6667,1.6667,1.3333,3.3333,0
474,3.0,2.3333,4.6667,3.3333,1.6667,1.0,2
475,2.6667,2.0,3.0,2.6667,1.3333,1.0,0
476,1.0,1.0,1.0,1.0,1.0,1.0,0
477,1.6667,1.6667,4.3333,3.0,2.3333,1.0,0
478,2.0,1.0,4.0,2.0,2.6667,1.3333,0
479,2.0,1.0,4.0,2.0,3.3333,2.0,0
480,2.0,1.0,3.6667,3.3333,2.6667,1.6667,0
481,3.3333,4.0,4.0,3.0,3.3333,2.6667,2
482,2.3333,2.6667,3.0,3.0,1.6667,2.0,2
483,2.6667,2.0,2.3333,4.6667,3.0,1.6667,2
484,3.3333,2.0,4.0,3.3333,2.6667,2.0,2
485,3.6667,3.3333,1.6667,1.6667,3.3333,3.0,1
486,2.6667,4.0,2.0,2.0,3.3333,3.3333,1
487,2.3333,2.0,4.6667,1.6667,2.0,1.6667,0
488,1.3333,1.6667,1.0,1.6667,1.0,1.3333,0
489,4.0,4.3333,1.0,1.6667,4.6667,4.0,1
490,2.0,3.0,1.0,1.6667,5.0,2.6667,1
491,2.6667,2.0,4.0,2.6667,1.6667,1.3333,0
492,4.0,5.0,1.0,1.6667,3.0,3.6667,1
493,2.6667,3.0,2.0,1.6667,3.3333,3.0,1
494,3.0,2.6667,3.3333,2.6667,2.3333,2.6667,2
495,2.3333,2.0,4.0,3.6667,1.0,3.0,0
496,3.6667,4.0,2.0,1.0,1.3333,4.6667,1
497,3.6667,4.3333,3.0,1.6667,2.0,4.0,1
498,4.0,4.3333,1.3333,2.6667,4.3333,4.6667,1
499,4.0,4.3333,1.6667,1.3333,2.0,4.6667,1
500,2.5,2.25,3.0,2.75,1.75,3.0,0
501,1.5,2.5,2.75,3.0,2.0,1.5,0
502,1.75,3.0,2.25,1.0,2.75,3.5,1
503,3.25,3.5,3.75,1.5,2.5,3.0,1
504,2.5,2.0,3.75,3.0,2.5,1.5,2
505,3.75,3.75,1.75,1.5,2.5,2.5,1
506,3.25,2.75,2.0,1.75,2.5,3.25,1
507,3.5,3.75,1.5,2.75,3.0,2.25,1
508,1.75,2.0,2.25,1.75,2.75,2.0,0
509,2.5,3.25,3.0,1.25,1.75,3.5,1
510,3.0,3.0,1.5,3.75,2.5,2.25,2
511,3.75,4.0,3.0,3.0,1.5,3.25,1
512,1.6667,2.6667,1.3333,3.0,3.3333,2.0,2
513,2.3333,3.0,3.0,3.0,3.3333,2.6667,2
514,4.3333,4.3333,2.3333,3.3333,3.3333,2.6667,1
515,4.0,4.3333,1.3333,2.6667,2.3333,4.3333,1
516,4.0,4.3333,1.0,2.0,2.0,4.6667,1
517,4.0,4.6667,1.0,2.0,2.0,2.0,1
518,3.3333,2.3333,2.3333,3.6667,1.6667,2.3333,2
519,2.6667,3.6667,1.3333,1.6667,2.3333,4.0,1
520,3.6667,3.3333,1.0,1.3333,2.6667,3.3333,1
521,2.6667,2.6667,4.0,4.3333,1.3333,1.0,2
522,3.6667,2.3333,3.6667,4.0,1.6667,1.6667,2
523,3.0,2.3333,2.3333,1.6667,3.6667,1.6667,2
524,3.3333,3.0,3.0,2.6667,2.0,3.0,2
525,3.6667,2.0,4.6667,3.0,3.6667,1.0,2
526,3.6667,3.3333,2.3333,2.0,2.0,3.0,1
527,3.0,3.3333,3.3333,1.0,2.0,3.0,1
528,2.6667,2.6667,2.3333,1.6667,2.6667,2.3333,0
529,4.6667,5.0,1.6667,2.6667,2.6667,4.0,1
530,3.6667,3.3333,3.3333,2.0,2.3333,3.3333,1
531,3.6667,4.0,1.0,1.3333,2.6667,4.0,1
532,1.3333,3.0,3.3333,1.0,1.0,1.0,0
533,3.3333,3.0,3.0,3.3333,1.0,2.3333,2
534,4.0,4.0,1.3333,1.3333,1.0,2.6667,1
535,4.0,4.6667,1.0,1.6667,2.0,4.3333,1
536,4.0,4.3333,1.0,2.3333,2.0,3.3333,1
537,4.3333,3.3333,3.0,3.6667,2.6667,1.3333,2
538,3.3333,3.6667,2.3333,4.0,2.3333,2.3333,2
539,4.0,3.0,2.0,3.3333,2.0,2.0,2
540,2.3333,1.3333,4.0,3.0,2.0,2.0,0
541,2.6667,3.6667,1.0,1.3333,3.6667,4.3333,1
542,3.3333,3.6667,2.6667,1.6667,1.3333,4.0,1
543,1.0,1.0,1.0,1.0,1.0,1.0,0
544,4.3333,3.6667,3.0,3.6667,1.3333,1.0,2
545,4.3333,5.0,1.0,2.6667,4.6667,4.6667,1
546,2.6667,2.3333,1.0,2.3333,3.0,2.0,2
547,3.3333,3.6667,1.3333,3.0,1.0,1.6667,2
548,4.0,4.6667,1.0,1.0,4.0,4.0,1
549,1.3333,1.3333,4.3333,2.0,3.3333,1.3333,0
550,3.0,3.0,2.6667,3.3333,2.0,1.6667,2
551,4.0,4.3333,1.6667,2.3333,4.6667,3.6667,1
552,3.3333,3.6667,2.0,2.6667,1.0,1.6667,2
553,4.0,3.6667,2.3333,3.6667,1.3333,2.6667,2
554,2.3333,3.6667,2.0,1.6667,2.0,3.3333,1
555,2.3333,2.0,4.0,1.0,2.0,2.3333,0
556,3.6667,3.3333,3.0,2.6667,2.0,2.3333,2
557,3.0,2.6667,1.6667,2.0,3.0,3.0,1
558,3.6667,3.6667,2.3333,2.3333,2.3333,3.3333,1
559,3.6667,3.3333,1.3333,2.6667,2.0,2.0,1
560,2.3333,2.0,3.3333,2.0,2.0,1.3333,0
561,3.6667,3.6667,1.0,2.6667,4.6667,3.0,1
562,4.3333,4.6667,2.0,2.3333,2.3333,4.6667,1
563,3.0,3.3333,1.6667,2.0,2.3333,1.6667,1
564,4.3333,3.3333,3.0,3.0,3.3333,1.3333,2
565,2.6667,3.0,3.0,3.3333,3.3333,2.0,2
566,3.6667,4.0,1.6667,3.0,2.3333,1.3333,2
567,3.3333,3.6667,2.3333,2.3333,3.0,4.3333,1
568,3.0,1.3333,3.6667,4.0,3.3333,1.3333,2
569,2.0,1.3333,3.3333,2.0,1.3333,1.3333,0
570,3.3333,3.0,3.0,3.6667,1.0,1.3333,2
571,4.0,3.0,3.0,3.6667,4.3333,1.6667,2
572,3.3333,4.3333,1.6667,2.0,3.6667,2.6667,1
573,4.6667,4.0,2.3333,2.6667,3.6667,3.3333,1
574,3.0,3.0,2.0,2.3333,2.0,1.0,2
575,2.6667,2.0,4.0,3.0,2.0,2.3333,0
576,3.3333,3.3333,2.0,1.3333,4.3333,3.3333,1
577,1.3333,2.3333,4.0,2.3333,3.0,2.0,0
578,3.0,3.6667,1.3333,1.0,1.6667,1.6667,1
579,3.0,2.3333,2.0,2.3333,4.3333,2.0,2
580,2.3333,2.3333,3.6667,4.0,2.0,1.0,2
581,3.3333,3.3333,2.6667,4.0,2.0,1.6667,2
582,4.0,4.3333,1.6667,2.3333,3.6667,4.0,1
583,4.0,4.0,1.3333,3.0,4.0,3.0,1
584,2.3333,2.0,3.0,3.6667,2.3333,1.6667,2
585,1.3333,3.0,4.0,1.0,1.3333,3.6667,0
586,3.3333,2.3333,4.0,4.6667,2.0,1.0,2
587,3.3333,4.0,1.0,2.0,3.6667,4.0,1
588,4.6667,4.6667,2.0,3.6667,4.0,4.6667,1
589,3.6667,3.3333,2.6667,4.0,1.6667,1.0,2
590,3.0,2.6667,2.3333,3.0,1.6667,1.3333,2
591,2.3333,2.6667,3.0,1.0,2.0,2.0,0
592,2.6667,2.0,1.3333,3.6667,2.6667,1.3333,2
593,3.6667,4.6667,1.3333,2.6667,1.6667,2.6667,1
594,1.6667,2.0,4.0,1.6667,2.0,2.0,0
595,3.3333,3.3333,1.0,3.0,2.6667,3.0,1
596,4.3333,4.6667,1.0,3.0,3.0,3.3333,1
597,1.6667,1.0,4.6667,4.0,1.6667,1.6667,0
598,2.6667,2.6667,3.0,2.6667,2.0,2.3333,2
599,3.6667,3.6667,1.6667,2.3333,3.6667,3.6667,1
600,3.6667,3.0,2.6667,2.6667,2.3333,1.3333,2
601,3.6667,3.3333,3.6667,3.0,3.0,4.0,1
602,3.6667,4.6667,1.0,1.3333,3.3333,4.0,1
603,5.0,3.6667,3.6667,3.6667,2.0,1.3333,2
604,3.0,3.0,1.6667,2.3333,4.3333,2.3333,1
605,4.3333,2.6667,1.6667,3.3333,3.3333,2.3333,2
606,4.6667,3.6667,3.6667,4.0,1.6667,1.6667,2
607,2.6667,2.3333,2.6667,2.6667,2.0,1.6667,2
608,3.6667,4.3333,1.3333,2.3333,2.0,3.6667,1
609,4.0,3.0,2.6667,3.0,3.0,1.0,2
610,1.6667,1.6667,3.6667,2.3333,3.3333,3.3333,0
611,3.6667,3.3333,1.3333,3.3333,2.3333,1.6667,2
612,4.0,2.0,3.6667,4.0,4.0,2.3333,2
613,1.0,1.0,4.3333,1.0,2.0,1.0,0
614,2.3333,2.0,3.6667,1.3333,2.0,1.6667,0
615,5.0,4.0,2.3333,3.6667,2.0,2.6667,1
616,1.0,1.0,1.0,1.0,1.0,1.0,0
617,3.3333,3.3333,3.0,2.3333,2.6667,3.3333,1
618,3.3333,3.6667,1.3333,2.0,3.3333,3.6667,1
619,3.3333,3.0,2.6667,3.3333,3.0,2.3333,2
620,1.6667,2.3333,2.6667,1.0,4.6667,1.6667,0
621,3.0,4.0,1.6667,1.0,3.6667,4.3333,1
622,2.3333,3.0,3.0,2.3333,3.0,2.3333,2
623,3.0,1.3333,3.3333,4.0,3.6667,1.0,2
624,4.6667,4.0,1.6667,4.0,2.6667,1.3333,2
625,2.3333,2.6667,3.6667,1.3333,2.3333,2.0,0
626,3.6667,3.0,2.6667,4.0,1.3333,3.6667,2
627,3.3333,4.3333,2.3333,2.3333,2.0,4.0,1
628,3.3333,2.0,3.3333,1.6667,2.3333,1.6667,0
629,1.6667,2.6667,3.3333,1.3333,2.0,3.3333,0
630,2.6667,2.0,2.6667,2.0,2.3333,2.0,0
631,3.3333,4.3333,1.6667,1.3333,3.0,3.0,1
632,2.6667,3.0,2.0,1.6667,2.6667,3.6667,1
633,4.3333,1.6667,3.3333,3.6667,2.3333,1.6667,2
634,2.3333,2.6667,3.6667,1.0,1.6667,3.3333,0
635,3.0,2.6667,4.0,3.6667,3.3333,2.0,2
636,2.0,2.0,3.6667,1.0,1.0,3.3333,0
637,3.3333,3.6667,2.0,1.3333,4.3333,2.6667,1
638,2.3333,3.0,1.6667,1.3333,2.0,2.0,1
639,3.0,2.0,2.6667,2.3333,1.6667,1.3333,0
640,3.6667,3.0,1.6667,2.3333,1.0,1.0,2
641,3.0,2.3333,3.3333,4.0,3.0,2.0,2
642,3.6667,2.6667,2.6667,2.6667,3.0,2.6667,2
643,3.3333,3.3333,2.0,2.3333,2.3333,3.6667,1
644,3.3333,3.6667,2.3333,1.3333,3.0,4.0,1
645,2.6667,2.6667,2.6667,3.3333,4.0,2.6667,2
646,3.0,3.3333,2.0,1.6667,2.6667,2.3333,1
647,4.3333,4.6667,1.0,1.6667,4.3333,4.3333,1
648,3.6667,3.3333,3.0,3.6667,3.6667,3.0,2
649,3.0,3.3333,3.3333,2.3333,2.3333,2.6667,2
650,3.0,2.6667,3.6667,2.3333,1.3333,1.6667,0
651,3.3333,2.6667,3.3333,1.3333,2.6667,1.6667,0
652,4.0,4.3333,2.0,3.0,2.0,3.0,1
653,4.3333,3.6667,1.6667,3.3333,2.0,3.0,1
654,3.6667,3.0,2.0,3.3333,3.6667,2.3333,2
655,4.0,5.0,1.0,2.6667,3.3333,4.6667,1
656,4.6667,4.6667,1.0,2.0,2.6667,3.6667,1
657,4.6667,4.6667,1.0,3.3333,3.0,4.3333,1
658,2.0,2.0,4.3333,1.3333,1.0,2.3333,0
659,4.0,4.6667,1.3333,3.0,3.3333,4.3333,1
660,2.6667,2.6667,2.6667,2.0,3.3333,1.3333,2
661,3.0,3.6667,1.6667,1.3333,1.6667,3.6667,1
662,1.6667,1.3333,3.6667,2.3333,4.3333,1.0,0
663,3.3333,2.3333,2.0,4.0,2.3333,3.0,2
664,2.0,2.6667,3.3333,1.6667,2.3333,2.6667,0
665,2.6667,4.0,1.0,1.6667,1.3333,2.3333,1
666,1.3333,2.0,3.6667,2.0,3.6667,1.3333,0
667,3.6667,3.0,2.3333,3.0,4.0,3.3333,1
668,4.6667,2.6667,3.6667,4.3333,2.0,1.0,2
669,4.0,3.6667,1.3333,4.0,1.6667,1.6667,2
670,3.3333,1.0,3.3333,4.6667,1.6667,1.6667,2
671,3.3333,4.3333,1.6667,1.0,1.3333,3.0,1
672,3.0,3.6667,2.0,1.3333,2.6667,2.0,1
673,3.3333,4.6667,1.6667,2.0,3.0,3.3333,1
674,4.0,2.6667,4.6667,4.3333,2.3333,2.3333,2
675,2.0,2.0,2.6667,1.3333,2.0,2.6667,0
676,3.3333,1.0,4.0,3.6667,3.6667,1.0,2
677,3.6667,3.6667,2.3333,1.3333,2.0,3.6667,1
678,3.6667,2.0,3.6667,3.3333,2.6667,2.0,2
679,2.0,2.6667,3.0,1.6667,2.6667,2.0,0
680,4.0,5.0,2.6667,3.0,2.0,3.3333,1
681,4.0,3.6667,1.6667,4.0,2.6667,2.3333,2
682,3.3333,3.6667,3.0,3.0,3.0,3.6667,1
683,4.3333,2.3333,2.6667,4.6667,2.6667,1.0,2
684,3.6667,2.6667,2.0,3.3333,1.6667,1.3333,2
685,2.6667,1.6667,4.0,3.3333,1.6667,1.6667,0
686,4.0,5.0,1.3333,1.3333,3.3333,3.6667,1
687,4.3333,2.0,2.6667,4.6667,3.6667,1.6667,2
688,4.3333,3.3333,1.0,4.3333,1.6667,1.0,2
689,3.3333,3.3333,1.6667,2.0,3.3333,2.0,1
690,3.0,2.6667,3.0,3.0,1.6667,1.3333,2
691,4.3333,3.6667,1.0,1.6667,3.3333,4.0,1
692,3.0,3.3333,1.3333,1.3333,2.6667,3.0,1
693,3.3333,1.0,3.6667,4.3333,2.3333,1.0,2
694,4.3333,3.6667,1.6667,4.0,3.0,2.3333,2
695,1.0,1.0,1.0,1.0,1.0,1.0,0
696,2.3333,3.3333,3.3333,1.0,1.6667,3.3333,0
697,3.6667,3.6667,1.3333,3.6667,1.3333,1.0,2
698,1.3333,2.6667,2.6667,1.6667,1.3333,3.0,0
699,1.0,1.0,1.0,1.0,1.0,1.0,0
700,1.3333,3.0,1.6667,1.0,4.0,2.0,1
701,3.0,2.6667,2.3333,2.6667,1.6667,2.0,2
702,3.0,3.0,1.3333,1.0,3.0,3.0,1
703,1.6667,3.0,3.0,1.6667,1.6667,2.6667,0
704,3.3333,2.3333,1.3333,3.3333,3.6667,4.0,1
705,1.0,1.0,1.0,1.0,1.0,1.0,0
706,3.0,3.3333,2.0,3.0,2.0,2.6667,1
707,4.3333,4.3333,1.0,1.6667,4.0,4.3333,1
708,3.3333,3.0,1.6667,2.3333,5.0,1.6667,2
709,3.0,2.6667,2.0,4.6667,3.0,2.3333,2
710,4.0,4.0,1.3333,1.6667,2.6667,3.0,1
711,3.3333,3.0,2.0,3.6667,1.6667,1.0,2
712,4.6667,4.3333,1.0,4.3333,1.6667,1.3333,2
713,2.6667,3.3333,2.0,1.3333,3.3333,3.3333,1
714,3.6667,3.6667,1.3333,2.6667,4.0,2.6667,1
715,3.3333,2.0,3.3333,2.3333,1.6667,1.3333,0
716,3.3333,2.0,4.6667,3.0,1.6667,2.3333,0
717,3.3333,3.0,1.6667,2.0,4.6667,3.0,1
718,2.6667,3.6667,1.6667,1.6667,3.6667,3.3333,1
719,4.6667,4.6667,1.0,3.0,4.0,3.6667,1
720,3.0,3.0,2.0,2.6667,3.3333,3.0,1
721,4.3333,4.0,1.3333,3.3333,2.3333,3.3333,1
722,2.3333,2.3333,2.6667,2.6667,2.6667,1.0,2
723,1.0,1.0,1.0,1.0,1.0,1.0,0
724,1.0,1.0,1.0,1.0,1.0,1.0,0
725,3.0,2.3333,2.6667,4.0,1.6667,1.0,2
726,4.3333,4.0,1.0,3.0,4.3333,1.3333,1
727,3.0,3.6667,2.6667,1.3333,1.0,3.3333,1
728,3.0,1.6667,3.6667,3.6667,1.3333,1.3333,2
729,1.6667,1.6667,4.3333,1.3333,2.6667,3.6667,0
730,2.6667,2.0,3.6667,3.6667,3.3333,1.6667,2
731,2.0,2.3333,3.6667,1.6667,2.3333,3.3333,0
732,4.0,4.0,2.0,1.6667,3.0,4.0,1
733,2.0,1.0,4.0,1.6667,2.0,1.6667,0
734,1.6667,1.6667,2.3333,1.6667,2.3333,2.0,0
735,1.6667,1.6667,3.3333,2.3333,2.0,2.3333,0
736,2.3333,2.0,3.6667,3.6667,1.6667,1.3333,2
737,3.3333,4.0,2.3333,1.0,2.6667,4.0,1
738,4.6667,4.0,2.0,4.0,3.6667,1.6667,2
739,2.3333,1.6667,1.6667,1.3333,3.3333,2.0,0
740,4.0,3.3333,2.0,4.3333,1.3333,1.3333,2
741,4.0,4.3333,3.6667,2.6667,2.3333,3.3333,1
742,3.3333,3.3333,2.0,4.0,1.3333,1.6667,2
743,3.6667,2.6667,2.0,3.6667,1.6667,1.3333,2
744,3.6667,2.3333,4.3333,3.0,3.0,1.0,2
745,2.3333,1.3333,2.3333,2.3333,2.6667,1.0,0
746,1.3333,1.3333,2.3333,1.3333,3.6667,1.0,0
747,4.0,3.6667,2.3333,3.6667,3.6667,1.3333,2
748,3.6667,3.0,3.3333,4.6667,2.6667,2.0,2
749,2.0,2.6667,3.0,1.6667,2.0,1.3333,0
750,3.3333,3.3333,1.6667,3.3333,4.3333,4.0,1
751,3.3333,3.3333,3.3333,4.3333,2.3333,1.3333,2
752,3.3333,3.6667,1.0,2.0,3.3333,2.6667,1
753,3.0,3.3333,2.6667,2.3333,2.6667,1.6667,2
754,3.0,2.6667,3.6667,1.3333,2.6667,3.6667,1
755,3.3333,3.3333,1.0,1.3333,4.0,2.0,1
756,3.0,3.0,3.0,2.3333,2.3333,1.3333,2
757,2.6667,3.0,1.6667,2.0,1.6667,2.3333,1
758,3.6667,3.0,1.3333,3.0,1.6667,2.3333,2
759,4.0,5.0,1.6667,2.6667,3.0,3.3333,1
760,4.0,3.0,1.6667,3.0,2.0,2.0,2
761,4.0,1.3333,3.6667,5.0,3.3333,1.3333,2
762,4.0,4.3333,1.0,2.6667,3.3333,4.3333,1
763,2.6667,2.3333,2.0,2.0,5.0,1.3333,2
764,4.0,3.6667,2.0,3.0,3.3333,2.3333,1
765,4.3333,3.6667,1.0,1.3333,3.0,3.6667,1
766,3.6667,4.0,3.0,1.3333,3.6667,2.6667,1
767,1.6667,3.6667,2.3333,1.6667,3.6667,4.3333,1
768,2.3333,2.3333,4.0,2.6667,2.6667,1.0,0
769,3.0,2.0,3.0,2.6667,1.3333,2.0,0
770,3.3333,2.0,3.6667,2.0,1.6667,1.0,0
771,4.0,3.6667,1.0,3.3333,2.0,3.0,1
772,3.0,3.3333,1.0,2.0,2.6667,2.3333,1
773,3.3333,3.3333,3.3333,1.3333,3.6667,2.0,1
774,2.6667,2.3333,4.0,3.6667,2.3333,1.3333,2
775,3.0,3.0,3.0,3.3333,3.3333,2.0,2
776,4.0,2.3333,2.6667,3.3333,2.3333,1.6667,2
777,2.6667,1.6667,4.3333,4.0,2.0,1.0,2
778,3.0,3.6667,1.0,1.0,2.3333,2.3333,1
779,2.6667,2.3333,4.0,3.0,2.3333,1.6667,2
780,2.6667,2.3333,4.0,4.0,2.0,1.3333,2
781,4.0,4.0,2.0,2.0,3.0,4.0,1
782,4.0,4.3333,3.0,2.0,2.6667,3.6667,1
783,2.3333,3.0,3.3333,2.3333,3.6667,3.0,2
784,4.0,5.0,1.3333,1.6667,2.6667,4.0,1
785,4.0,4.3333,1.6667,3.0,2.6667,3.0,1
786,4.0,4.3333,1.6667,3.0,1.3333,3.0,1
787,2.6667,2.6667,2.3333,1.0,1.6667,2.3333,0
788,4.0,3.6667,2.3333,4.0,2.6667,1.6667,2
789,1.6667,2.3333,3.3333,1.0,2.3333,3.6667,0
790,2.6667,4.3333,2.3333,1.0,1.3333,3.6667,1
791,4.0,4.0,1.0,2.3333,4.0,4.3333,1
792,3.0,1.3333,3.6667,2.3333,2.3333,1.6667,0
793,4.3333,3.0,2.0,4.0,2.6667,1.3333,2
794,4.0,4.6667,1.0,3.0,3.6667,4.3333,1
795,4.0,3.0,2.3333,4.6667,2.6667,2.6667,2
796,2.6667,2.0,3.3333,2.0,1.6667,2.6667,0
797,4.0,2.6667,3.6667,2.3333,2.3333,2.0,2
798,2.0,3.0,3.3333,1.6667,3.6667,4.6667,1
799,4.0,3.3333,2.6667,3.6667,2.3333,2.0,2
800,1.0,1.0,1.0,1.0,1.0,1.0,0
801,1.6667,2.0,3.3333,1.3333,2.3333,2.6667,0
802,3.3333,3.3333,2.0,2.6667,1.0,1.6667,2
803,4.6667,2.6667,2.3333,3.0,2.0,3.6667,1
804,3.0,2.6667,1.6667,2.3333,1.6667,2.3333,2
805,3.3333,3.6667,2.0,1.6667,2.3333,3.6667,1
806,4.3333,4.6667,1.0,2.0,4.0,4.6667,1
807,3.0,2.0,4.3333,3.6667,4.3333,1.6667,2
808,4.0,4.0,1.6667,1.6667,2.3333,4.3333,1
809,4.0,4.6667,1.3333,2.3333,4.0,5.0,1
810,3.3333,3.3333,2.0,3.3333,2.3333,3.0,1
811,3.6667,4.0,2.0,2.3333,2.6667,3.6667,1
812,2.6667,2.0,3.0,2.6667,2.0,2.3333,0
813,4.3333,5.0,2.3333,1.6667,2.6667,4.6667,1
814,3.6667,3.3333,2.3333,4.3333,3.3333,2.3333,2
815,1.6667,3.3333,3.6667,2.0,2.3333,2.6667,0
816,2.3333,1.6667,4.3333,3.0,2.0,2.3333,0
817,4.0,4.0,1.0,2.3333,3.6667,3.6667,1
818,1.6667,1.6667,4.0,2.0,1.0,2.0,0
819,3.6667,2.3333,2.6667,4.3333,2.3333,1.0,2
820,3.0,2.6667,1.6667,1.6667,2.3333,2.3333,1
821,1.3333,3.0,3.6667,1.6667,1.3333,2.3333,0
822,2.0,3.6667,1.6667,1.6667,2.3333,2.0,1
823,3.3333,3.3333,3.0,2.3333,2.0,2.3333,2
824,3.6667,4.3333,1.0,2.3333,3.0,4.0,1
825,2.6667,3.0,2.0,3.0,3.3333,1.3333,2
826,3.3333,3.3333,2.3333,3.3333,3.6667,1.0,2
827,2.3333,2.6667,2.3333,1.3333,3.3333,2.3333,0
828,2.3333,2.0,2.6667,1.0,1.3333,3.0,0
829,3.6667,4.6667,1.6667,2.6667,2.6667,3.6667,1
830,3.0,3.0,2.0,4.3333,3.0,2.0,2
831,2.6667,2.3333,3.0,3.0,2.3333,2.6667,2
832,4.6667,4.6667,1.3333,3.6667,4.0,3.3333,1
833,4.0,3.6667,1.3333,4.0,2.6667,2.3333,2
834,3.0,3.3333,1.0,1.0,4.3333,4.3333,1
835,3.6667,4.6667,1.0,1.0,3.3333,3.0,1
836,3.0,2.3333,2.0,4.0,2.3333,1.3333,2
837,3.6667,2.3333,2.0,2.6667,2.6667,1.3333,2
838,2.6667,3.3333,3.0,1.0,1.0,2.6667,0
839,3.6667,3.0,1.6667,3.0,3.3333,2.6667,1
840,4.0,4.0,1.6667,3.3333,2.3333,2.0,1
841,2.6667,2.6667,3.0,1.6667,3.0,1.6667,0
842,3.0,3.3333,3.0,2.6667,2.3333,2.6667,2
843,4.3333,4.6667,1.0,3.0,2.6667,2.3333,1
844,2.0,4.3333,3.6667,1.6667,3.0,3.3333,1
845,2.6667,4.0,2.3333,2.6667,2.3333,4.0,1
846,3.0,2.0,1.6667,1.6667,3.3333,2.0,2
847,2.6667,4.0,3.6667,1.0,2.0,4.6667,1
848,4.0,4.0,1.0,2.3333,2.3333,3.0,1
849,3.3333,2.0,4.0,4.0,2.3333,1.0,2
850,3.6667,3.6667,2.6667,2.3333,2.0,2.0,2
851,2.0,2.3333,3.6667,3.0,3.0,1.0,2
852,4.0,2.6667,4.0,4.0,1.6667,2.0,2
853,2.3333,3.3333,2.3333,1.6667,1.6667,3.0,1
854,2.6667,2.3333,1.6667,4.0,2.3333,1.0,2
855,1.6667,1.3333,4.6667,2.3333,1.3333,2.0,0
856,4.0,4.3333,1.3333,1.6667,3.6667,4.0,1
857,2.6667,1.6667,3.3333,2.0,2.0,1.0,0
858,3.6667,2.3333,3.6667,3.3333,3.0,1.3333,2
859,3.6667,4.0,1.3333,2.3333,4.3333,3.3333,1
860,1.6667,1.6667,3.0,2.0,1.6667,2.0,0
861,4.0,4.6667,1.3333,1.6667,2.6667,4.0,1
862,3.6667,4.6667,1.0,2.3333,3.3333,4.0,1
863,2.3333,2.6667,4.3333,1.6667,2.3333,2.3333,0
864,3.3333,2.0,3.0,3.6667,2.0,1.0,2
865,4.0,4.0,2.0,1.3333,3.3333,4.0,1
866,3.3333,2.0,3.3333,3.3333,1.3333,2.3333,2
867,2.6667,3.3333,4.0,1.6667,1.6667,3.0,0
868,2.0,2.0,4.6667,2.0,2.0,1.3333,0
869,3.3333,3.6667,1.3333,2.6667,2.3333,3.3333,1
870,2.6667,3.3333,2.6667,2.0,2.6667,2.3333,1
871,4.0,4.0,1.0,2.0,3.6667,3.3333,1
872,3.6667,1.6667,3.3333,3.6667,3.3333,1.3333,2
873,3.0,4.0,3.3333,1.0,2.0,3.3333,1
874,3.3333,4.0,1.0,1.3333,3.0,4.0,1
875,3.6667,4.3333,1.0,1.6667,4.0,2.3333,1
876,3.0,3.3333,3.6667,2.3333,2.0,4.6667,1
877,3.0,3.0,2.3333,4.3333,2.0,1.6667,2
878,2.0,1.0,4.6667,3.0,2.3333,2.3333,0
